1.764317760700607751e-01,1.188058492016102335e-01,3.033020613896068030e-01,3.060903178412961445e-01,2.954961087027478950e-01,1.415599643947069441e-01,1.771035078498943982e-01
1.815333882507148833e-01,1.195358524772548031e-01,2.956839082737642843e-01,3.055704413854364865e-01,2.932404573454748253e-01,1.432001744355933248e-01,1.816431627870856436e-01
1.874021834116465224e-01,1.202682887965576958e-01,2.847198856932482425e-01,2.973243893121356174e-01,2.836806622647394249e-01,1.447173251251707982e-01,1.846640210302066820e-01
1.936411332700161969e-01,1.200704356147062196e-01,2.847936351131384325e-01,3.036108447252538478e-01,2.718671113341692425e-01,1.485757121287104854e-01,1.895402877065855418e-01
2.008255269214764827e-01,1.183137922177357471e-01,2.812470341139446939e-01,2.995633058598832221e-01,2.612841097932119827e-01,1.517566950685101945e-01,1.931552263202471753e-01
2.125549385281540193e-01,1.162925231408743071e-01,2.700761010780726723e-01,2.903571584896843527e-01,2.456797483364755175e-01,1.525496819894825162e-01,1.935211370932842234e-01
2.257854211655620502e-01,1.150341247355341767e-01,2.668935801988844281e-01,2.824067524403308660e-01,2.341531807696103085e-01,1.525603384241810134e-01,1.936044100628484532e-01
2.391004066792676297e-01,1.162995165850655849e-01,2.529995621670447781e-01,2.755134029702911436e-01,2.244064719474382907e-01,1.524657594006035843e-01,1.935150643429841277e-01
2.526523659807217714e-01,1.205696329907400832e-01,2.422904592913121546e-01,2.653054161790023846e-01,2.155404059770288094e-01,1.518994741885068833e-01,1.927629402954984250e-01
2.618695932407554272e-01,1.229289802858291869e-01,2.363433948729208034e-01,2.585351865212451861e-01,2.109899232460764607e-01,1.529511966455980310e-01,1.942661065493844763e-01
2.605343407021024071e-01,1.257557029456631559e-01,2.293836639092946550e-01,2.490140294878054328e-01,2.129162118763161804e-01,1.573390303181205208e-01,1.985546617964333294e-01
2.575464534425427887e-01,1.329753216739684163e-01,2.191653269643502877e-01,2.425745220705712857e-01,2.175369507653837908e-01,1.641722296739751008e-01,2.060286093857598422e-01
2.563809133923782846e-01,1.407385821639969836e-01,2.153714990674347740e-01,2.413649799681638064e-01,2.256703749509677837e-01,1.701552639844028658e-01,2.129556459543911484e-01
2.530083206763753534e-01,1.474206407309905653e-01,2.108474396824449038e-01,2.431403593341674441e-01,2.280166077887458564e-01,1.713946539226743337e-01,2.144852198441250524e-01
2.451865516961282687e-01,1.530848085531010816e-01,1.996482873575166628e-01,2.535589068530602619e-01,2.443035136818029751e-01,1.869356058975083779e-01,2.311338594132711088e-01
2.458355627954808553e-01,1.539887526128664585e-01,1.875684562846572090e-01,2.602905528939091773e-01,2.624667971061262484e-01,2.034244921594197675e-01,2.485182928644402989e-01
2.406781028356188290e-01,1.490727180487569914e-01,1.842979498598936450e-01,2.667523051128207201e-01,2.817268928605234368e-01,2.208098395467931185e-01,2.659350005835514619e-01
2.323325768233503175e-01,1.469855928032844372e-01,1.843358879693522689e-01,2.867407539866612676e-01,3.059790930302234702e-01,2.408142432454304649e-01,2.851134872572440027e-01
2.222499072366561079e-01,1.473540061178598426e-01,1.851459488415725663e-01,3.084091995390199070e-01,3.296952701832632227e-01,2.613634367599804720e-01,3.049418098506704866e-01
2.131282067460094076e-01,1.522821577584707042e-01,1.820132117164742491e-01,3.307894427653997327e-01,3.554893913942880346e-01,2.846070566208295793e-01,3.286410468966673437e-01
2.064138522419420863e-01,1.511721426528074563e-01,1.826439341634793490e-01,3.562723176735245190e-01,3.847502465163931129e-01,3.101484551264132028e-01,3.544204339192236208e-01
2.006996003085723956e-01,1.519968570134431762e-01,1.862682516621624040e-01,3.829266730029662336e-01,4.138322142836227124e-01,3.342280375913568857e-01,3.786405055704263889e-01
1.929637579879033837e-01,1.570511019698087041e-01,1.844770342711346822e-01,4.126192339911596840e-01,4.439661706626842896e-01,3.532514091187889393e-01,3.973933630489399627e-01
1.864246958733459247e-01,1.615742141899322304e-01,1.878215511887455780e-01,4.425637217410400281e-01,4.753079850008907203e-01,3.599693439944831042e-01,4.015015894581445144e-01
1.794091822221612620e-01,1.626847091641728527e-01,1.895446062359703032e-01,4.727838092613020349e-01,4.990691806649815709e-01,3.608515635219747830e-01,4.019174234050355010e-01
1.730717527043389714e-01,1.666677289603351597e-01,1.880929706737516915e-01,5.060723161805908976e-01,5.307017175781985063e-01,3.611981537902372863e-01,4.021944789876677473e-01
1.671157447510728533e-01,1.690934969016788803e-01,1.880339019169701698e-01,5.384840890473057140e-01,5.586386089006256661e-01,3.615558601396812732e-01,4.023000778849281089e-01
1.646099779848706757e-01,1.710707081968292909e-01,1.879112383803547559e-01,5.634153587191564894e-01,5.316739141700912441e-01,3.617598434823893205e-01,4.023061021153450101e-01
1.620120037881987440e-01,1.743141652342331538e-01,1.855412575510204110e-01,5.966607150721546793e-01,4.963549879941912546e-01,3.617389479918856066e-01,4.023107294613867402e-01
