2.116902961125749216e-01,1.658181503861302919e-01,3.729841846547515827e-01,4.615392375795883129e-01,4.498139349291706002e-01,3.393315242168060131e-01,2.539568598714212477e-01
2.204592192164159803e-01,1.660241870598397895e-01,3.547679006510982558e-01,4.899460303621031021e-01,4.521456565497513069e-01,3.535824647874342141e-01,2.408561121625256984e-01
2.215537695342815749e-01,1.662611966243527917e-01,3.560440229609715956e-01,4.520173838517486109e-01,4.594560677674727200e-01,3.456037236890319719e-01,2.453883142331182987e-01
2.176427825890491774e-01,1.661773104211472507e-01,3.779790972387965242e-01,4.972504730634655368e-01,4.425547053175322709e-01,3.142391266239419889e-01,2.450715682008824392e-01
2.226647007198765127e-01,1.662658829734881272e-01,3.539176223037781566e-01,4.445470204346158583e-01,4.108430005920281625e-01,3.023439036271279301e-01,2.467825539078997987e-01
2.092708647883688433e-01,1.677749526173090699e-01,3.723351850086705772e-01,4.374236342663235244e-01,4.665243879737832611e-01,2.950877458312471391e-01,2.446701861874593098e-01
2.168189753175691070e-01,1.686924385390128900e-01,3.633163391700397482e-01,4.715584211332444764e-01,4.454038252354184935e-01,2.883356639811937017e-01,2.481874573948789353e-01
2.140472555416216838e-01,1.603301284449338837e-01,3.586090786370768613e-01,4.747195939091036210e-01,4.622406694361297919e-01,3.107780182102398148e-01,2.559606857578362593e-01
2.186780220514110140e-01,1.694070774059068807e-01,3.736733063834554724e-01,4.716891641093030607e-01,4.552335962445983042e-01,3.531869764001380196e-01,2.610514446976389680e-01
2.119252722849940818e-01,1.704301134575805232e-01,3.736749973975269090e-01,4.877827392771661996e-01,4.394470866606004500e-01,3.262956814823873564e-01,2.496126321021965022e-01
2.163568129932983697e-01,1.797465739512323912e-01,3.578266122420464268e-01,4.890044059894645412e-01,4.421881443076355889e-01,3.405977146813470857e-01,2.452783275165999755e-01
2.115616036273442468e-01,1.608395585973435848e-01,3.982418659362015889e-01,4.886901425132240129e-01,4.345566675943124957e-01,3.122229866810118382e-01,2.379120422781347277e-01
2.142917826252916935e-01,1.760467196215414198e-01,3.714624911267804253e-01,4.733767732752269253e-01,4.353407417731409712e-01,3.084961890715345323e-01,2.541039005504234227e-01
2.207586821189774229e-01,1.705115229842343039e-01,3.502908608234563403e-01,4.987978597208467813e-01,4.452306172653361371e-01,3.200730552405690599e-01,2.451157906999083813e-01
2.151445230338981662e-01,1.622320803528996824e-01,3.514071667558781309e-01,4.941477710480890462e-01,4.399177740576993845e-01,3.429346356217728986e-01,2.522191477169707374e-01
2.192219517795048478e-01,1.466112603544751647e-01,3.571403634896163637e-01,4.749038813815990023e-01,4.466323235351714604e-01,3.310932409762211703e-01,2.484088972723700051e-01
2.209525463669621548e-01,1.675257199988075540e-01,3.612378908368883423e-01,4.703437212082323127e-01,4.474957436893882146e-01,3.000002947726347902e-01,2.711869427480022021e-01
2.239831196369931332e-01,1.591725989939714314e-01,3.824760310211647307e-01,4.737717683151779768e-01,4.155502613108505994e-01,3.674100097864202441e-01,2.242777467619952447e-01
2.271310486942986206e-01,1.610566260764712820e-01,3.700069317660423240e-01,4.948474673541810032e-01,4.536220407291132739e-01,3.227869801489340329e-01,2.251925725284343593e-01
2.149966545051140987e-01,1.665882239221882499e-01,3.542626764185730082e-01,4.719521904315084337e-01,4.354039887705850043e-01,3.286025890239140934e-01,2.412842136664413717e-01
2.148909900423120745e-01,1.691412765613535263e-01,3.571479327907961521e-01,4.909746741763837963e-01,4.510208430960738757e-01,3.229945251512753024e-01,2.557392810277531181e-01
2.168205870751730713e-01,1.739502435376977241e-01,3.303863909951825217e-01,4.573232673888980027e-01,4.410946142488863519e-01,3.043538366078221147e-01,2.339479966289368107e-01
2.116516696130328612e-01,1.700398449681273239e-01,3.797942983380966919e-01,4.829985361738144412e-01,4.086953258159149449e-01,2.879792307507784699e-01,2.526963933378638116e-01
