1.764317760700607751e-01,1.188182369732912330e-01,3.033020613896068030e-01,3.059717028583041620e-01,2.955996765858811548e-01,1.412391262434745387e-01,1.754640169090994350e-01
1.815333882507148833e-01,1.195506874204178976e-01,2.956839082737642843e-01,3.055284257242123491e-01,2.932720450270673296e-01,1.428697526626251657e-01,1.799667066176212082e-01
1.874021834116465224e-01,1.202854576706796769e-01,2.847198856932482425e-01,2.973116441997096793e-01,2.837125563931672256e-01,1.444035590360700783e-01,1.829741907858432881e-01
1.936411332700161969e-01,1.200869625291491744e-01,2.847936351131384325e-01,3.036649275773032342e-01,2.718690579705234089e-01,1.483075931428710359e-01,1.879471200774220641e-01
2.008255269214764827e-01,1.183246620317834480e-01,2.812470341139446939e-01,2.995297793104127471e-01,2.612495493226490439e-01,1.515202090552831560e-01,1.918307630031297895e-01
2.125549385281540193e-01,1.162968346916904150e-01,2.700761010780726723e-01,2.903111761311144012e-01,2.455872472075966984e-01,1.523251903019428033e-01,1.923721386545599876e-01
2.257854211655620502e-01,1.150343532535235691e-01,2.668935801988844281e-01,2.823815887411877390e-01,2.340177868598205535e-01,1.523340045657368691e-01,1.924573622640086967e-01
2.391004066792676297e-01,1.163038082756561176e-01,2.529995621670447781e-01,2.755036654565942711e-01,2.242372462772491415e-01,1.522403463885577679e-01,1.923660927898038775e-01
2.526523659807217714e-01,1.205878221655632687e-01,2.422904592913121546e-01,2.653306863698403628e-01,2.153378829338437050e-01,1.516645556424417174e-01,1.917299959424656475e-01
2.618695932407554272e-01,1.229548246614334261e-01,2.363433948729208034e-01,2.585820408177129104e-01,2.107686198324104088e-01,1.527250504098900119e-01,1.935105482069242600e-01
2.605343407021024071e-01,1.257906403970460163e-01,2.293836639092946550e-01,2.490934747457092258e-01,2.126785462603333343e-01,1.571346465895275823e-01,1.980672759483479151e-01
2.575464534425427887e-01,1.330227345195006683e-01,2.191653269643502877e-01,2.426775344877259433e-01,2.172530583495059509e-01,1.639715333616414694e-01,2.057621771996749893e-01
2.563809133923782846e-01,1.407564530598716668e-01,2.153714990674347740e-01,2.414721983750189316e-01,2.253510979725851238e-01,1.699470053259836966e-01,2.128866585037717252e-01
